Grid,AOI,x,y,w,h
A1w,A1w,240,180
A1b,A1b,240,180
A2w,A2w,720,180
A2b,A2b,720,180
A3w,A3w,1200,180
A3b,A3b,1200,180
A4w,A4w,1680,180
B1w,B1w,240,540
B1b,B1b,240,540
B2w,B2w,720,540
B2b,B2b,720,540
B3w,B3w,1200,540
B3b,B3b,1200,540
B4w,B4w,1680,540
B4b,B4b,1680,540
C1w,C1w,240,900
C1b,C1b,240,900
C2w,C2w,720,900
C2b,C2b,720,900
C3w,C3w,1200,900
C3b,C3b,1200,900
C4w,C4w,1680,900
C4b,C4b,1680,900
