Exp,Part,Stim,time,x,y,x_pro,y_pro
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.5592208,960.0,540.0,0.5,0.5
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.5862582,960.0,540.0,0.5,0.5
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.6124883,960.0,540.0,0.5,0.5
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.6835165,969.979076411184,551.8100061302239,0.505197435630825,0.5109351908613184
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.7092092,969.979076411184,551.8100061302239,0.505197435630825,0.5109351908613184
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.7347507,969.979076411184,551.8100061302239,0.505197435630825,0.5109351908613184
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.811079,972.5180011179036,543.1293075984822,0.5065197922489081,0.5028975070356317
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.8379874,972.5180011179036,543.1293075984822,0.5065197922489081,0.5028975070356317
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.8644047,972.5180011179036,543.1293075984822,0.5065197922489081,0.5028975070356317
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.889621,972.5180011179036,543.1293075984822,0.5065197922489081,0.5028975070356317
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.9384143,1383.0418323482954,651.1053562866518,0.7203342876814038,0.602875329895048
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.96484,1383.0418323482954,651.1053562866518,0.7203342876814038,0.602875329895048
MSYETFB,1714485206,24grid_WhiteE3.png,1714485254.990654,1383.0418323482954,651.1053562866518,0.7203342876814038,0.602875329895048
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.01495,1383.0418323482954,651.1053562866518,0.7203342876814038,0.602875329895048
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.067306,1543.8078759755535,702.9603919574993,0.8040666020706008,0.6508892518124993
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.0943398,1543.8078759755535,702.9603919574993,0.8040666020706008,0.6508892518124993
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.1199067,1543.8078759755535,702.9603919574993,0.8040666020706008,0.6508892518124993
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.1454477,1543.8078759755535,702.9603919574993,0.8040666020706008,0.6508892518124993
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.1963537,1564.1763270811498,714.3400206277156,0.8146751703547656,0.6614259450256625
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.223073,1564.1763270811498,714.3400206277156,0.8146751703547656,0.6614259450256625
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.248396,1564.1763270811498,714.3400206277156,0.8146751703547656,0.6614259450256625
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.2744482,1564.1763270811498,714.3400206277156,0.8146751703547656,0.6614259450256625
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.3242943,1606.6767798558012,732.055817033357,0.8368108228415632,0.6778294602160713
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.3490605,1606.6767798558012,732.055817033357,0.8368108228415632,0.6778294602160713
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.3732173,1606.6767798558012,732.055817033357,0.8368108228415632,0.6778294602160713
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.397244,1606.6767798558012,732.055817033357,0.8368108228415632,0.6778294602160713
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.4509408,1589.6415463200701,752.7532646181817,0.8279383053750365,0.6969937635353534
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.4755316,1589.6415463200701,752.7532646181817,0.8279383053750365,0.6969937635353534
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.5003161,1589.6415463200701,752.7532646181817,0.8279383053750365,0.6969937635353534
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.5243933,1589.6415463200701,752.7532646181817,0.8279383053750365,0.6969937635353534
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.5792015,1562.7371961246536,730.5534941243868,0.8139256229815904,0.6764384204855434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.6043637,1562.7371961246536,730.5534941243868,0.8139256229815904,0.6764384204855434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.630967,1562.7371961246536,730.5534941243868,0.8139256229815904,0.6764384204855434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.7075856,1565.1961101328834,713.3284190020458,0.8152063073608767,0.6604892768537461
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.7330635,1565.1961101328834,713.3284190020458,0.8152063073608767,0.6604892768537461
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.7585914,1565.1961101328834,713.3284190020458,0.8152063073608767,0.6604892768537461
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.783269,1565.1961101328834,713.3284190020458,0.8152063073608767,0.6604892768537461
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.8345482,1581.4228889864899,696.7586602298225,0.8236577546804634,0.645146907620206
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.861691,1581.4228889864899,696.7586602298225,0.8236577546804634,0.645146907620206
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.8866208,1581.4228889864899,696.7586602298225,0.8236577546804634,0.645146907620206
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.9109278,1581.4228889864899,696.7586602298225,0.8236577546804634,0.645146907620206
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.9637778,1523.9794196042185,724.457518148819,0.7937392810438638,0.6707939982859434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485255.9890501,1523.9794196042185,724.457518148819,0.7937392810438638,0.6707939982859434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.0139549,1523.9794196042185,724.457518148819,0.7937392810438638,0.6707939982859434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.039171,1523.9794196042185,724.457518148819,0.7937392810438638,0.6707939982859434
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.0913377,1593.6477787359163,748.4278492678395,0.8300248847582897,0.6929887493220737
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.1154068,1593.6477787359163,748.4278492678395,0.8300248847582897,0.6929887493220737
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.1396027,1593.6477787359163,748.4278492678395,0.8300248847582897,0.6929887493220737
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.1644003,1593.6477787359163,748.4278492678395,0.8300248847582897,0.6929887493220737
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.2186503,1546.3777357903346,729.7415770490561,0.8054050707241326,0.6756866454157927
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.2435288,1546.3777357903346,729.7415770490561,0.8054050707241326,0.6756866454157927
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.2675147,1546.3777357903346,729.7415770490561,0.8054050707241326,0.6756866454157927
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.293451,1546.3777357903346,729.7415770490561,0.8054050707241326,0.6756866454157927
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.3485591,1565.9221500997864,739.2761097111234,0.8155844531769721,0.6845149163991883
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.372662,1565.9221500997864,739.2761097111234,0.8155844531769721,0.6845149163991883
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.397537,1565.9221500997864,739.2761097111234,0.8155844531769721,0.6845149163991883
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.474944,1574.5554848108786,726.9292185160866,0.8200809816723326,0.6730826097371172
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.499279,1574.5554848108786,726.9292185160866,0.8200809816723326,0.6730826097371172
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.524553,1574.5554848108786,726.9292185160866,0.8200809816723326,0.6730826097371172
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.549772,1574.5554848108786,726.9292185160866,0.8200809816723326,0.6730826097371172
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.6039948,1577.3745650897254,751.7670986438034,0.8215492526508986,0.6960806468924106
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.6281257,1577.3745650897254,751.7670986438034,0.8215492526508986,0.6960806468924106
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.653648,1577.3745650897254,751.7670986438034,0.8215492526508986,0.6960806468924106
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.6779838,1577.3745650897254,751.7670986438034,0.8215492526508986,0.6960806468924106
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.7312012,1572.168226065949,714.512085741856,0.8188376177426818,0.6615852645757926
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.7557342,1572.168226065949,714.512085741856,0.8188376177426818,0.6615852645757926
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.779772,1572.168226065949,714.512085741856,0.8188376177426818,0.6615852645757926
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.8056626,1572.168226065949,714.512085741856,0.8188376177426818,0.6615852645757926
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.8590615,1552.151802370623,739.1561790330843,0.8084123970680328,0.684403869475078
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.8835883,1552.151802370623,739.1561790330843,0.8084123970680328,0.684403869475078
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.907994,1552.151802370623,739.1561790330843,0.8084123970680328,0.684403869475078
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.9333916,1552.151802370623,739.1561790330843,0.8084123970680328,0.684403869475078
MSYETFB,1714485206,24grid_WhiteE3.png,1714485256.9886703,1538.3852233690523,736.0716852436317,0.8012423038380481,0.6815478567070664
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.0121887,1538.3852233690523,736.0716852436317,0.8012423038380481,0.6815478567070664
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.0383017,1538.3852233690523,736.0716852436317,0.8012423038380481,0.6815478567070664
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.062291,1538.3852233690523,736.0716852436317,0.8012423038380481,0.6815478567070664
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.1161902,1498.5232993951668,728.2372598801858,0.7804808851016494,0.6742937591483201
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.1407943,1498.5232993951668,728.2372598801858,0.7804808851016494,0.6742937591483201
MSYETFB,1714485206,24grid_WhiteE3.png,1714485257.165361,1498.5232993951668,728.2372598801858,0.7804808851016494,0.6742937591483201
